String Index	Text
AkaraIntroGossip1	35\nI am Akara, High Priestess of the \nSisterhood of the Sightless Eye. I \nwelcome you, traveler, to our camp, \nbut I'm afraid I can offer you but poor \nshelter within these rickety walls.\n \nYou see, our ancient Sisterhood has \nfallen under a strange curse. The \nmighty Citadel from which we have \nguarded the gates to the East for \ngenerations, has been corrupted by the \nevil Demoness, Andariel.\n \nI still can't believe it... but she turned \nmany of our sister Rogues against us \nand drove us from our ancestral home. \nNow the last defenders of the \nSisterhood are either dead or scattered \nthroughout the wilderness.\n \nI implore you, stranger. Please help us. \nFind a way to lift this terrible curse and \nwe will pledge our loyalty to you for all \ntime.\n
AkaraIntroSorGossip1	34\nGreetings, young Sorceress. It is good \nto see more of your kind at work in the \nworld these dark days. In my opinion, \nthe world needs more women to fight \nagainst the great shadow. But I am \nforgetting my manners... \n \nI am Akara, High Priestess of the \nSisterhood of the Sightless Eye. I \nwelcome you, traveler, to our camp, \nbut I'm afraid I can offer you but poor \nshelter within these rickety walls.\n \nYou see, our ancient Sisterhood has \nfallen under a strange curse. The \nmighty Citadel from which we have \nguarded the gates to the East for \ngenerations, has been corrupted by the \nevil Demoness, Andariel.\n \nI still can't believe it... but she turned \nmany of our sister Rogues against us \nand drove us from our ancestral home. \nNow the last defenders of the \nSisterhood are either dead or scattered \nthroughout the wilderness.\n \nI implore you, stranger: please help us. \nFind a way to lift this terrible curse and \nwe will pledge our loyalty to you for all \ntime.\n
AkaraGossip1	42\nThe Sisterhood of the Sightless Eye has \na long and distinguished history. Over \nthe generations our Order has become \na deadly fighting force as well as a \nbastion for women who sought to forge \ntheir own destiny.\n \nYet beware, young one, the lure of \npower and knowledge can lead to \ndisaster. I have seen ambition foul the \nbravest of hearts and recklessness dull \nhard-won wisdom.\n \nYou would do well to tread lightly upon \nthe dark path you have chosen to \nexplore.\n
AkaraGossip2	49\nI understand that Cain is the last \ndescendant of the ancient Horadrim \nand that his knowledge of their lore is \nvast. He could prove to be very useful \nin discerning the nature of our current \ncrisis.\n
AkaraGossip3	49\nKashya has always been fiercely loyal, \nbut I fear her anger and frustration \nover these recent events will lead her \ninto harm's way. She is highly \nprotective of the few Rogues remaining \nunder her command and will not send \nthem into combat unless there is dire \nneed.\n
AkaraGossip4	46\nCharsi is young and innocent. However, \nI believe her Barbarian blood thrills to \nthe prospect of adventure and danger. \nShe takes great pride in her work and \nfinds comfort in the fact that her \nweapons and armor are helping to end \nthis evil plague.\n
AkaraGossip5	48\nThough he has only been our guest for \na short time, I sense that Warriv has \nfaced many harrowing trials. Though \nhe knows, as I do, that a terrible evil \nhas blanketed the land, his only real \nconcern is to reach the eastern trading \nports with his caravan.\n
AkaraGossip6	53\nTo be honest, I have done my best to \nstay clear of Gheed. He wears \ndishonesty about himself like a cloak \nand seeks only to better his situation \nby preying on the misfortunes of \nothers.\n
AkaraGossip7	55\nThe wilderness is overrun with Evil and \nthe minions of Hell have taken our \nrightful home. We must purge all Evil \nfrom the Monastery and restore order \nto the world.\n
AkaraGossip8	53\nI often dream of the day we reclaim our \nown. The Sightless Eye sees through \nthe mist of time a great glory ahead, \nbut how far ahead the Eye cannot \ndiscern.\n
AkaraGossip9	67\nOur mental discipline is matched only by \nour skill in archery... I only hope these \nare enough to withstand this awful \ntrial.\n
AkaraGossip10	59\nBeware that you do not suffer the fate \nof the corrupted Rogues. To lose one's \nlife is a tragedy, but to lose one's soul \nis even worse.\n
AkaraGossip11	41\nEven though the corrupted ones were \nonce of our Order, you need not shy \nfrom slaying them, for they stand \nbetween you and Andariel.\n \nPerhaps, when the Demon Queen is \ndead, our Sisters will return to life, but \nmore likely they will be forever bound \nto their unholy pact.\n
KashyaIntroGossip1	56\nWelcome, outlander, to our glorious \nhovel. I know you're here to challenge \nthe evil that's driven us from our \nancestral home.\n \nBut, know this. Akara may be our \nspiritual leader, but I command the \nRogues in battle. It will take more than \njust killing a few beasts in the \nwilderness to earn my trust.\n
KashyaIntroAmaGossip1	55\nWell, well, I never expected to see an \nAmazon in these lands. You're very \nbrave to have come here. Many of my \nfellow Sisters have fallen under some \ndark spell, and if you're not careful you \nmay fall prey to it as well.\n
KashyaGossip1	60\nWhen I was very young, Akara told me \ntales of the Amazons' fearlessness in \nbattle and of their skills with spears \nand bows. I like to think we Rogues \nhave much in common with you \nAmazons.\n
KashyaGossip2	64\nSome of my Rogues told me of Deckard \nCain. They said that he is a man of \ngreat wisdom. Personally, I don't know \nhow wise he could possibly be if he \nnever learned how to wage battle \nhimself.\n
KashyaGossip3	57\nAkara has been like a mother to me for \nas long as I can remember. She is wise \nand good, but I don't think she has the \nsteel to retake our Monastery by force.\n
KashyaGossip4	89\nI don't trust many outlanders, but \nWarriv seems fine. He never says much \nto me, though.\n
KashyaGossip5	66\nBefore our exile, Charsi, our blacksmith, \ncould fashion any implement of war.\n \nHere in the camp, she merely makes do. \nHer best tools remain within the \nMonastery.\n
KashyaGossip6	58\nGheed is a pig. I've been tempted to \nthrow him out of the camp many times, \nbut Charsi seems to think that he's \ngood company. I don't trust the man, \nbut if she's comforted by him, then I'll \ndesist.\n
KashyaGossip7	76\nIf we could only find out how Andariel \nhas managed to corrupt our Sisters, \nthen, perhaps, we could drive out the \nevil clouding their minds.\n
KashyaGossip8	68\nIn this camp, those of us who have \nremained true to our Order are forced \nto live among common traders and \nfarm animals.\n \nWelcome to our circle of suffering.\n
KashyaGossip9	67\nPerhaps Tristram deserved its fate... \nfor letting Evil loose upon the land. I \nonly hope we don't suffer the same.\n
KashyaGossip10	71\nSome evenings we gather at the bonfire \nto retell epic tales... and try to forget \nabout the terrible events that led to \nlosing the Monastery.\n
CharsiIntroGossip1	47\nHi there. I'm Charsi, the blacksmith here \nin camp. It's good to see some strong \nadventurers around here.\n \nMany of our Sisters fought bravely \nagainst Diablo when he first attacked \nthe town of Tristram. They came back \nto us true veterans, bearing some \nreally powerful items. Seems like their \nvictory was short-lived, though... Most \nof them are now corrupted by Andariel.\n
CharsiIntroBarGossip1	54\nWow. You're a Barbarian, huh? It's \nreally great to meet you. I've seen a \nfew of your kind around here lately. I'm \na little jealous... I wish I could go off \nadventuring with you.\n \nOh, by the way... I'm Charsi, the \nblacksmith here in camp.\n
CharsiGossip1	57\nYou know, I've been with the Sisters for \nas long as I can remember. But Akara \ntold me that my real parents were \nBarbarians from the northern tribes \nand that they were killed when I was \nvery young.\n \nSometimes I wonder what my life would \nhave been like if I had been raised as a \nBarbarian.\n \nI don't know. I love being a blacksmith... \nbut sometimes I just want to get out \nand explore the world, you know?\n
CharsiGossip2	86\nI don't really know anything about Cain. \nHe seems to have a lot of secrets... \nThat makes me nervous.\n
CharsiGossip3	51\nOh, Kashya's fantastic. Sure, she's a \nlittle hard on outsiders, but who can \nblame her? All she wants is to protect \nour Order. But now that our Sisters \nhave turned against us... I think this \nwhole mess has hardened her heart.\n
CharsiGossip4	64\nAkara, our priestess and seer, is most \nupset by the corruption of our Sisters. \nI fear that she blames herself.\n
CharsiGossip5	80\nWarriv's all right, I guess. He seems too \nserious most of the time. I haven't \nreally talked to him all that much.\n
CharsiGossip6	60\nOh, I like Gheed. He's very funny. He \nhas all sorts of interesting stories from \nthe places he's been. I wish I could see \nthe sights he has.\n
CharsiGossip7	84\nI don't know why some of my Sisters \nchose to follow Andariel. Those who \nstrayed were among our finest \nwarriors.\n
GheedIntroGossip1	48\nGood day to you partner! I'm Gheed and \nI can already tell that I'll be your best \nfriend in this forsaken camp.\n \nA spare weapon, some gold, a small \ngem is all I want in exchange for the \nequipment you'll need on whatever \nquests you might undertake.\n \nNow, now, now... Don't be shy, all of my \nitems are guaranteed for life and come \nwith a two-day warranty!\n
GheedIntroNecGossip1	46\nA Necromancer! I hoped I'd never have \nto lay my eyes on one of your kind \nagain. ... The recent troubles in this \narea have brought out all kinds, I see. \nNevertheless, your money's good...\n \nA spare weapon, some gold, a small \ngem is all I want in exchange for the \nequipment you'll need on whatever \nquests you might undertake!\n \nNow, now, now... Don't be shy, all of my \nitems are guaranteed for life and come \nwith a two-day warranty!\n
GheedGossip1	74\nDon't think you can fool me, \nNecromancer. I've seen what your kind \ncan do. If you're involved in any of the \nevil out there, I don't even want to \nknow. Trade quickly and be about your \nbusiness!\n
GheedGossip2	57\nThat old coot, Cain, is as crazy as a wet \nQuill Rat. I hear he survived whatever \nhappened in Tristram. Personally, I \nwouldn't trust a thing he has to say.\n
GheedGossip3	55\nAkara and Kashya are Sisters in the \nOrder of the Sightless Eye, but they are \nworlds apart. Akara is a slow river of \nmagic, and Kashya, a viper of war. \nThey're both deeply devoted to their \nreligious order, yet the corruption of \ntheir Sisters pains them both to no \nend.\n
GheedGossip4	52\nCharsi is a fine girl..., but she has no \nbusiness savvy! I know she means well, \nbut the prices she charges for weapons \nand armor will never earn her a profit.\n \nAs long as I keep filling her mind with \nstories of adventure, she'll never catch \non to the fact that I'm raking in gold \nhand over fist!\n
GheedGossip5	55\nWarriv was kind enough to let me travel \nwith his caravan, but don't let him drag \nyou into a search for a new Eastern \ntrade route.\n \nI'm making a fortune right here... from \nthe Rogues, of course! You, on the \nother hand, always get my best prices!\n
GheedGossip6	61\nAndariel's demonic forces have taken up \nresidence in the forests as well as the \nMonastery. Uh-uh. I won't be venturing \nout of the camp. So, if you need \nanything, I'll be right here.\n
GheedGossip7	58\nWhen - or if - I get to Lut Gholein, I'm \ngoing to find the largest bowl of \nNarlant weed and smoke 'til all earthly \nsense has left my body.\n
CainGossip1	43\nLong ago, the Soulstones were given to \nthe Horadrim by the Archangel Tyrael. \nThey were used to bind the three Prime \nEvils. I now know that even these holy \nartifacts were no match for Diablo's \npower.\n \nI hope that his two brothers are more \nsecurely held... but I fear the worst.\n
CainGossip2	54\nIt takes time to master your skills... and \nuse will hone your technique. But take \ncare to choose your new skills wisely.\n
CainGossip3	52\nYou may recover some mysterious \nthings from the demons you kill. Some \nof great use to you... some of great \nperil! Bring them to me and I'll reveal \ntheir secrets.\n
CainGossip4	46\nHave I told you about the Horadrim? \nThey were an ancient confederation of \nmage-clans who sought to bind the \nthree Prime Evils for eternity. The \nHoradrim are now nearly forgotten... \nand it appears that the bonds they \nwove are unravelling!\n \nAs the last of the Horadrim, I pray that \nI can help you remedy their failure.\n
CainGossip5	43\nLong ago, Diablo and his brothers were \ncast out of Hell by the Lesser Evils. It \nseems that Hell's balance has shifted, \nas Andariel is now aligned with the \nLord of Terror. Her presence here in \nthe mortal realm does not bode well for \nus.\n
RogueSignpostGossip1	90\nTurn back! I can tell that you need more \nexperience to fight safely in the next \nwilderness.\n
RogueSignpostGossip2	46\nHalt! You should complete Akara's quest \nbefore venturing further. Search for \nthe Den in the wilderness closer to \ncamp.\n
RogueSignpostGossip3	116\nBeware! The evil is strong ahead.\n
RogueSignpostGossip4	92\nBeware! Beyond lies mortal danger for \nthe likes of you!\n
RogueSignpostGossip5	88\nTake care! The Corrupted Rogues in the \nwilderness ahead are not to be trifled \nwith.\n
A1Q1InitAkara	43\nThere is a place of great evil in the \nwilderness. Kashya's Rogue scouts \nhave informed me that a cave nearby is \nfilled with shadowy creatures and \nhorrors from beyond the grave.\n \nI fear that these creatures are massing \nfor an attack against our encampment. \nIf you are sincere about helping us, \nfind the dark labyrinth and destroy the \nfoul beasts.\n \nMay the Great Eye watch over you.\n
A1Q1AfterInitAkara	46\nI should add that many Rogue scouts \nhave died in that horrible place. We \ncannot afford to lose any more. If you \nchoose to enter that Den of Evil, you \nmust do so alone.\n
A1Q1AfterInitKashya	87\nThe demons in that cave have claimed \nmany of my finest archers. I wonder \nhow you will fare!\n
A1Q1AfterInitCharsiMain	95\nThe beasts from the cave have begun to \nroam throughout the countryside. \nYou'd better be careful out there.\n
A1Q1AfterInitCharsiAlt	95\nYou seem like a noble warrior. I hope \nyou can help us.\n
A1Q1AfterInitGheed	67\nYou're a brave soul! I'd sooner thrust \nmy sacred scepter into the foulest, \ncarbuncular trull than set one boot \ninto that cave.\n
A1Q1AfterInitWarriv	122\nOne who seeks that cave, seeks death.\n
A1Q1EarlyReturnAkara	85\nYour task is not complete until you have \nkilled all the demons in that cave.\n
A1Q1EarlyReturnKashya	111\nYou'd better come through on this. Your \nreputation depends on it.\n
A1Q1EarlyReturnCharsi	148\nYou haven't cleared the cave, yet? Do \nyou need anything?\n
A1Q1EarlyReturnGheed	73\nDemons still befouling that cave, huh? I \nthink you might need a new weapon.\n
A1Q1EarlyReturnWarriv	124\nOne who hesitates... does so with good \nreason.\n
A1Q1SuccessfulAkara	65\nYou have cleansed the Den of Evil. \nYou've earned my trust and may yet \nrestore my faith in humanity.\n \nYour reward is training in the skill of \nyour choice.\n
A1Q1SuccessfulKashya	74\nHmm. I'm surprised you survived that \ntest, outlander. Go see Akara. She may \nreward you.\n
A1Q1SuccessfulCharsi	94\nYou are truly brave and skillful...  Akara \nwas worried about you.\n
A1Q1SuccessfulGheed	87\nThe only good demon is a dead one, I \nsay.\n \nBy the way, did you happen to find \nanything in that cave you'd like to sell?\n
A1Q1SuccessfulWarriv	120\n...That which does not kill you makes \nyou stronger.\n
A1Q2InitKashya	56\nMy Rogue scouts have just reported an \nabomination in the Monastery \ngraveyard!\n \nApparently, Andariel is not content to \ntake only our living. Blood Raven, one \nof our finest captains in the battle \nagainst Diablo at Tristram, was also \none of the first to be corrupted by \nAndariel.\n \nNow, you'll find her in the Monastery \ngraveyard raising our dead as \nzombies!\n \nWe cannot abide this defilement! If you \nare truly our ally, you will help us \ndestroy her.\n
A1Q2AfterInitKashya	80\nDeath has done nothing to weaken \nBlood Raven's combat skills. If \nanything, she's more deadly than ever.\n
A1Q2AfterInitCharsi	99\nBlood Raven was the leader of a Rogue \nband that once fought Diablo at \nTristram.\n
A1Q2AfterInitGheed	94\nI'm sorry... The undead are bad for \ntrade. I have a strict no-return policy.\n
A1Q2AfterInitAkara	51\nBlood Raven fought valiantly against \nDiablo in the catacombs beneath \nTristram... She was never quite the \nsame afterwards. It is now obvious she \nbrought an evil influence back with her.\n
A1Q2AfterInitWarriv	140\nHmmm...\n \nHow can one kill what is already dead?\n
A1Q2EarlyReturnKashya	99\nEach moment you delay adds another \nundead Sister to Blood Raven's army.\n
A1Q2EarlyReturnAkara	70\nIf you fail to destroy Blood Raven, I fear \nthat our Order will perish forever.\n
A1Q2EarlyReturnCharsi	68\nAkara felt something was wrong even \nbefore Andariel descended upon us. \nShe feared that Blood Raven had \nstumbled upon some evil force beneath \nTristram.\n \nI wish we had acted then...\n
A1Q2EarlyReturnGheed	77\nI wonder if that old gossip, Melra, is \namong the undead? Oh, she had dirt on \neverybody.\n
A1Q2EarlyReturnWarriv	86\nWhen the dead return to prey upon the \nliving, it is a terror beyond \nunderstanding.\n
A1Q2SuccessfulKashya	55\nI can hardly believe that you've defeated \nBlood Raven!\n \nThough she was once my closest friend, \nI pray that her tortured spirit remains \nbanished forever.\n \nYou have earned my respect, stranger... \nand the allegiance of the Rogues. I \nhave placed several of my best \nwarriors at your disposal.\n
A1Q2SuccessfulAkara	122\nAndariel must be made to pay for her \nsacrilege!\n
A1Q2SuccessfulCharsi	77\nKashya wishes to reward you for your \ndefeat of Blood Raven. I thank you, \ntoo, even though Blood Raven was once \nmy friend.\n
A1Q2SuccessfulGheed	148\nSome of those gals weren't so nice the \nfirst time around.\n
A1Q2SuccessfulWarriv	104\nYou've done well, stranger. I hope all \nyour efforts are worth it.\n
A1Q4InitAkara	50\nIt is clear that we are facing an Evil \ndifficult to comprehend, let alone \ncombat.\n \nThere is only one Horadrim sage, \nschooled in the most arcane history \nand lore, who could advise us... His \nname is Deckard Cain.\n \nYou must go to Tristram and find him, \nmy friend. I pray that he still lives.\n
A1Q4AfterInitScrollKashya	90\nThe bark of Inifuss holds mystical \nrunes.\n \nAkara can translate them... into our \nrevenge!\n
A1Q4AfterInitScrollAkara	42\nTristram is too far to journey by foot...  \nCain would likely be dead, when you \narrived. However, there is a magical \nportal that will take you there \ninstantly.\n \nTo open it, one must stand within the \ncircle of Cairn Stones and touch them \nin a certain order. The proper order \ncan be found in the runes written on \nthe bark of the Tree of Inifuss.\n \nYou must find the sacred Tree of Inifuss \nand bring back its bark. I will translate \nthe runes to unlock the Stones' mystic \npattern.\n
A1Q4AfterInitScrollCharsi	117\nIf you bring back the bark of Inifuss, \nAkara will tell you how to get to \nTristram.\n
A1Q4AfterInitScrollWarriv	68\nMonths ago, I came across a few \nsurvivors from Tristram. They said \nthat Cain had gone half-mad and could \nno longer distinguish fact from \nfantasy.\n
A1Q4AfterInitScrollGheed	98\nI would sooner micturate in a tankard \nof my own ale than journey to \nTristram!\n
A1Q4InstructionsCharsi	150\nWithout the bark of Inifuss you can't \nfind Cain.\n
A1Q4EarlyReturnSAkara	76\nHow will you find Cain without going to \nTristram? Finding the Tree of Inifuss is \nthe first step on your journey.\n
A1Q4EarlyReturnSKashya	96\nThe Tree of Inifuss is hard to find, but \nyou'll know it when you see it.\n
A1Q4EarlyReturnSGheed	99\nBarking up the wrong tree, huh? You'll \nfind it, just keep looking.\n
A1Q4EarlyReturnSWarriv	70\nHe who seeks that which cannot be \nfound must look inside himself for \nfurther guidance... or look harder!\n
A1Q4SuccessfulScrollKashya	82\nWith this scroll you may open a portal \nback to Tristram. Only Akara can \ndecipher its logic.\n
A1Q4SuccessfulScrollCharsi	168\nGet this to Akara.\n \nOnly she can understand it.\n
A1Q4SuccessfulScrollGheed	72\nLook, friend... I trade a lot of strange \nitems, but I'm not going to start \ndealing in bark. Okay?\n
A1Q4SuccessfulScrollWarriv	86\nThis looks like gibberish to me. Akara \nmay know what to make of it.\n
A1Q4InstructionsAkara	64\nAh, very good. I have translated the \nrunes on this scroll. You must find the \nCairn Stones and touch them in the \norder that I have written.\n
A1Q4EarlyReturnKashya	103\nDeckard Cain has crucial knowledge \nabout the Evils we face. You must find \nhim!\n
A1Q4EarlyReturnCharsi	92\nI have heard that Tristram is now in \nruins! Without Cain I fear for the ruin \nof all of us.\n
A1Q4EarlyReturnGheed	68\nI'm told that Tristram now resembles a \nmead hall... after a Barbarian wedding! \nI will wait here for your most glorious \nreturn.\n
A1Q4EarlyReturnWarriv	82\nIt is too dangerous to travel to \nTristram. I won't be leaving here until \nthe way is clear!\n
A1Q4EarlyReturnAkara	64\nIf he still lives, Deckard Cain may be in \ngrave peril! You must hurry to Tristram \nbefore all is lost!\n
A1Q4QuestSuccessfulAkara	82\nYou have risked your life to rescue \nCain. For that we thank you.\n \nWe must seek his counsel immediately.\n
A1Q4QuestSuccessfulKashya	78\nAgain, you amaze me, outlander.\n \nThe Sisterhood is grateful to you for \ndelivering Cain to us. I believe Akara \nhas something to tell you.\n
A1Q4QuestSuccessfulGheed	53\nAh, Cain is here... another customer. I \nhaven't been this pleased since a \nlove-starved maiden let down a bit \nmore than her hair.\n
A1Q4QuestSuccessfulCharsi	102\nAkara wishes to reward you for your \nbravery in returning Deckard Cain.\n
A1Q4QuestSuccessfulWarriv	80\nOnly a brave adventurer could return \nwith Deckard Cain. Akara has a reward \nfor your valor.\n
A1Q4QuestSuccessfulCain	74\nAs a token of my gratitude, I will \nidentify items for you at no charge.\n
A1Q4RescuedByHeroCain	82\n...I thank you, friend, for coming to my \naid.\n
A1Q4RescuedByRoguesCain	75\nOh... Blessings on the Rogues! They \nfinally rescued me from that cursed \nplace!\n
A1Q4TragedyOfTristramCain	33\nRegrettably, I could do nothing to \nprevent the disaster which devastated \nTristram. It would appear that our \ngreatest fears have come to pass. \nDiablo, the Lord of Terror, has once \nagain been set loose upon the world!\n \nAs you know, some time ago Diablo was \nslain beneath Tristram.  And when our \nhero emerged triumphant from the \nlabyrinth beneath town, we held a \ngrand celebration that lasted several \ndays.\n \nYet, as the weeks passed, our hero \nbecame increasingly aloof. He kept his \ndistance from the rest of the townsfolk \nand seemed to lapse into a dark, \nbrooding depression. I thought that \nperhaps his ordeal had been so \ndisturbing that he simply could not put \nit out of his mind.\n \nThe hero seemed more tormented every \npassing day. I remember he awoke \nmany times -- screaming in the night -- \nalways something about 'the East'.\n \nOne day, he simply left. And shortly \nthereafter Tristram was attacked by \nlegions of foul demons. Many were \nslain, and the demons left me to die in \nthat cursed cage.\n \nI believe now that Tristram's hero was \nthat Dark Wanderer who passed this \nway before the Monastery fell.\n \nI fear even worse, my friend... I fear \nthat Diablo has taken possession of the \nhero who sought to slay him. If true, \nDiablo will become more powerful than \never before.\n \nYou must stop him or all will be lost.\n
A1Q5InitQuestTome	36\n...And so it came to pass that the \nCountess, who once bathed in the \nrejuvenating blood of a hundred \nvirgins, was buried alive... And her \ncastle in which so many cruel deeds \ntook place fell rapidly into ruin. Rising \nover the buried dungeons in that \ngod-forsaken wilderness, a solitary \ntower, like some monument to Evil, is \nall that remains.\n \nThe Countess' fortune was believed to \nbe divided among the clergy, although \nsome say that more remains unfound, \nstill buried alongside the rotting skulls \nthat bear mute witness to the \ninhumanity of the human creature.\n
A1Q5AfterInitGheed	110\nThe only wealth you're likely to find \nthere is a wealth of vermin.\n
A1Q5AfterInitCharsi	70\nThat old tower is as rotten on the inside \nas it appears on the outside. I heard \nthat several Sisters came to a \ngruesome end when a stairwell \ncollapsed on them.\n
A1Q5AfterInitAkara	67\nThe dangers there are not solely \narchitectural. Once inside that \nwretched place, many succumb to a \nvile miasma.\n
A1Q5AfterInitCain	60\nThat tower marks a place of danger. \nThere is an epic poem about it...  How \nmuch sorrow one can stand was tested \nthere.\n
A1Q5AfterInitWarriv	81\nRumors of treasure are no different \nfrom rumors of any other kind. They \nhold false promise to those who should \nknow better.\n
A1Q5AfterInitKashya	78\nThe tome speaks of treasure. Yet, all we \nhave found are death, delirium, and \ndisappointment.\n
A1Q5EarlyReturnKashya	151\nHave you suddenly lost your taste for \nwealth?\n
A1Q5EarlyReturnCain	94\nQuickly in and quickly out is all the \nadvice I can give you.\n
A1Q5EarlyReturnWarriv	118\nBetter an empty pocket than a full \ngrave.\n
A1Q5EarlyReturnCharsi	170\nYou're not ready to give up, are you?\n
A1Q5EarlyReturnAkara	140\nThere is no more I can tell you about \nthat ancient tower.\n
A1Q5EarlyReturnGheed	79\nGuess what! I've named a boil on my \nass after you. It, too, bothers me every \ntime I sit down.\n
A1Q5SuccessfulKashya	79\nYour rewards are well-earned. To us, \nthe tower was nothing more than a \nheadstone looming over a long \nforgotten grave.\n
A1Q5SuccessfulWarriv	62\nRemember. Wealth is as insubstantial \nas a cloud and passes as quickly. \nIgnore Gheed. All that twitters is not \nbold.\n
A1Q5SuccessfulGheed	68\nWarriv's advice is like corpse gas; it \nbefouls the air for a moment and then \nit disappears.\n
A1Q5SuccessfulAkara	58\nI thought the stories of treasure in the \ntower were nothing but lies. I am glad \nyou found something of value in that \ndeath-trap. Would that our Sisters had \nbeen so fortunate.\n
A1Q5SuccessfulCharsi	126\nThose riches will serve you well on the \nlong road ahead.\n
A1Q5SuccessfulCain	69\nWell done, my friend. Courage and \nopportunity together have created in \nyou a kind of alchemy.\n
A1Q3InitCharsi	66\nWhen I fled the Monastery, I left behind \nthe Horadric Malus, my enchanted \nsmithing hammer. If you can retrieve it \nfor me, I'll use its magic to strengthen \nyour equipment.\n
A1Q3AfterInitCain	51\nThe Malus was forged and enchanted by \nthe ancient Horadric Mages during the \nSin Wars. When their union dissolved, \nthe Malus was entrusted to the \nSisterhood guarding the pass into the \nEast.\n
A1Q3AfterInitAkara	59\nThe retrieval of the Horadric Malus is \nnot without risk. Our Monastery is \nfilled with voracious hellspawn. You'd \nbest be careful, my friend.\n
A1Q3AfterInitKashya	61\nCharsi is wasting her time and talents \nusing an inferior hammer! Had she the \nHoradric Malus, she could make the \nsteel sing and craft you a suit of armor \nas impenetrable as the Great Eye.\n
A1Q3AfterInitCharsi	87\nThe Monastery can confuse even those \nwho know it well. Stay alert in there.\n
A1Q3AfterInitGheed	74\nCharsi talks of nothing anymore, but \nthis Horadric Malus. Between you and \nher my ears need a rest.\n \nJust find it and bring it back quickly.\n
A1Q3AfterInitGheedAlt	74\nI have offered my nomadic phallus, but \nto no avail.\n
A1Q3AfterInitWarriv	68\nJust as an archer needs bow and arrow, \nor a draughtsman pen and paper, so \nCharsi needs the Horadric Malus with \nwhich to ply her trade.\n
A1Q3EarlyReturnCain	57\nThe Malus has eluded you so far. Well, \nsearch thoroughly in the Barracks... \nThat is where the Rogues kept their \nforge.\n
A1Q3EarlyReturnAkara	98\nIf you can't carry out this quest, how \nwill you face the greater evils ahead?\n
