String Index	Text
QualKehkAct5IntroDruGossip1	42\nA Druid in Harrogath! Have things truly \ncome to this?\n \nAfter the Mage Wars, I assumed Druids \nwould never be seen in Harrogath \nagain. You take a big chance coming \nhere! \n \nTo be honest, I have never been \ncomfortable with your shape-shifting \nkind, but I do respect your search for \nbalance and peace. So, if you trust us \nenough to enter our gates, I trust you \nenough to let you stay.\n \nI am Qual-Kehk, the Senior Man-At-Arms \nof Harrogath.\n \nYou have the look of a warrior...An \nextra soldier will be useful. But don't \nexpect anyone to mourn if you get \nyourself killed. \n \nBaal is true to his namesake. He has \nravaged through our lands like a \nmerciless plague.\n \nThe protective ward laid down by our \nlost Elders helps hold the evil at bay, \nbut Baal's siege has taken its toll all \nthe same.\n \nMost of my men are now dead. Others \nare trapped in the mountain passes.\n \nBut I swear we are not beaten yet! We \nwill fight to the end to protect this \nmountain!\n
QualKehkGossip1	67\nIt would be an honor to have a warrior \nof the Light fighting side-by-side with \nmy men.\n \nI can see your faith gives you great \nstrength, Paladin, but don't expect it to \nkeep you out of harm's way.\n
QualKehkGossip2	61\nHarrogath has great need of your \npowers, noble Druid. However, in the \nface of this supernatural onslaught, \nare your natural powers up to the \ntask?\n
QualKehkGossip3	44\nThe death of Malah's son was a great \ntragedy. He was our finest archer.\n \nWhile leading a successful campaign \nagainst Baal's forces, he was impaled \non a demon's spear. The wound was \nsuch that...Well, even Malah herself \nacknowledges that quick death was a \nblessing.\n
QualKehkGossip4	57\nWe have lost many well-trained warriors \nto Baal's siege machines. Their range is \ngreat. Though, they are vulnerable if \nyou close the distance quickly enough.\n
QualKehkGossip5	96\nBaal's legions seem countless, but \nslaying their commanders takes some \nof the fight out of them.\n
QualKehkGossip6	58\nEarly on, parties of our best scouts \nwere ambushed by demons that \nspawned from the very air around \nthem. Survivors often mentioned a \nstrange creature floating in the \ndistance.\n \nPerhaps taking it down could prevent \nsome nasty surprises.\n
QualKehkGossip7	57\nThis is unlike any battle I have ever \nfought. While we ration food and \nwater, the demon hordes feast nightly \non the flesh and blood of our dead.\n
QualKehkGossip8	48\nLarzuk is a talented blacksmith, but his \nhead is full of some strange ideas. \n \nJust the other day he came to me with a \nplan to break the siege. He wanted to \nfill large pipes with exploding powders \nand steel balls, then...Well, like I said, \nstrange.\n
QualKehkGossip9	46\nOur Elders were wise leaders in more \npeaceful times, but now the survival of \nour people has fallen to me. My men \nand I will fight to the death, but there's \nno way to ensure the outcome.\n \nI used to believe that nothing could \nbreak through our guard and assault \nthe holy mountain. I know now that I \nwas horribly mistaken.\n
A5Q1InitLarzuk	45\nIf you're here to defeat Baal, you must \nprove it!\n \nAs we speak, Harrogath is under siege \nby Baal's demons. Catapults rain death \njust outside the town walls.\n \nBaal himself travels up the sacred \nmountain, having left in charge here \none of his most vicious generals, Shenk \nthe Overseer. A ruthless taskmaster, \nhe lashes his own minions into suicidal \nfrenzies on the battlefield.\n \nIf you wish to prove yourself to us, \ndestroy the monster, Shenk, that \ncommands those infernal catapults \noutside Harrogath.  If you manage to \ndo this, return to me.\n
A5Q1AfterInitLarzuk	150\nUh...Did I mention there were catapults?\n
A5Q1AfterInitCain	83\nI believe that stopping the siege on \nHarrogath is the only way for you to \nearn the trust of these people.\n
A5Q1AfterInitAnya	84\nYou've proven your skill at rescuing fair \nmaidens...but how are you at killing \nvicious beasts?\n
A5Q1AfterInitMalah	77\nQual-Kehk and his men have been \nfighting to break the siege for some \ntime. Where many have failed, you may \nsucceed.\n
A5Q1AfterInitNihlathak	70\nAfter so many have died, who are you \nto think you can accomplish what our \nproud warriors could not?\n
A5Q1AfterInitQualKehk	66\nAbout to face Shenk the Overseer and \nstop the siege, are you? You should \nask Malah to perform your last rites \nbefore you go, stranger.\n
A5Q1EarlyReturnLarzuk	90\nWhat's the matter, hero? Questioning \nyour fortitude? I know we are.\n
A5Q1EarlyReturnCain	105\nI understand your reluctance, but now \nis the time to strike.\n
A5Q1EarlyReturnAnya	66\nThose demons have been out there \nsince before your arrival. Can you do \nnothing to stop them?\n \nYour task is a simple one, warrior. Find \nShenk and destroy him.\n
A5Q1EarlyReturnMalah	64\nThis may not be very encouraging, but \nyou have fared better than the others \nwho passed through those gates.\n \nIn regards to Shenk the Overseer, \nremember: a general is nothing without \nhis men.\n
A5Q1EarlyReturnNihlathak	78\nWhat are you still doing here? I thought \nyou were going off to die.\n \nGo...Be quick about it.\n
A5Q1EarlyReturnQualKehk	93\nSo, you still live. You're either quick or a \ncoward.\n
A5Q1SuccessfulLarzuk	63\nYou're an even greater warrior than I \nexpected...Sorry for underestimating \nyou.\n \nAs a token of my appreciation, I will \ncraft sockets into an item of your \nchoosing, and from now on, you'll get \nthe best price for all my wares.\n
A5Q1SuccessfulCain	60\nThose catapults were like nothing I have \never seen before. You have prevailed \nagainst Shenk, my friend, but Baal is \nstill far ahead of you.\n
A5Q1SuccessfulAnya	108\nI was starting to wonder how long it \nwould take you to stop those beasts.\n \nGood job.\n
A5Q1SuccessfulMalah	94\nOh...At last, the siege is ended. You \ntruly are an angel.\n \nI thank you.\n
A5Q1SuccessfulNihlathak	65\nEnding the siege does not earn \nimmediate respect, outsider.\n \nRespect only comes with sacrifice -- \nsomething I'm sure you know nothing \nof.\n
A5Q1SuccessfulQualKehk	68\nSo...You managed to stop the siege.\n \nYou are more powerful than I gave you \ncredit for. You have rightfully earned \nmy respect.\n
A5Q2InitQualKehk	58\nMy concerns have turned to my men \ntaken prisoner on the battlefield by \nBaal's demons. I hate to think what's \nhappened to them.\n \nAs you journey up the mountain, keep \nyour eyes open for my soldiers and \nbring them back to me if you can.\n
A5Q2AfterInitQualKehk	85\nThose of my men fortunate enough to \nescape on their own told me that they \nwere held captive in the highlands and \nplateaus.\n
A5Q2AfterInitCain	74\nI know firsthand that captivity is a sad \nfate for a man. Find them quickly.\n
A5Q2AfterInitAnya	85\nIf those men are being treated like I \nwas, you must find them. They won't \nsurvive much longer.\n
A5Q2AfterInitLarzuk	73\nI crafted the swords and armor for \nQual-Kehk's men. They were like \nbrothers to me. I can't imagine the pain \nthey must be suffering.\n \nSave them if you can!\n
A5Q2AfterInitMalah	84\nQual-Kehk's men have been imprisoned \nfor some time. They are certain to be \ntired and weak.\n \nYou must protect them once you free \nthem.\n
A5Q2AfterInitNihlathak	94\nYou have proven you can take life, \nwarrior, but can you save it as well?\n
A5Q2EarlyReturnQualKehk	95\nThey say that discretion, not \nprocrastination, is the better part of \nvalor.\n
A5Q2EarlyReturnQualKehkMan	78\nMore of my men are still alive out there. \nI am certain of it!\n \nFind them. Free them from their cages \nand bring them back to me.\n
A5Q2EarlyReturnCain	63\nIf you are having trouble finding \nQual-Kehk's soldiers, you should talk to \nMalah. She healed those who made it \nback before. Perhaps she would have \nsome advice.\n
A5Q2EarlyReturnAnya	115\nWell, you found me on the mountain; I'm \nsure you'll find them too.\n
A5Q2EarlyReturnLarzuk	76\nAs a kid, I used to play soldier among \nthe barricades on the mountain. \nThere's no easy way through that maze \nof walls.\n
A5Q2EarlyReturnMalah	67\nSoldiers who made it back told of a \nsystem of barricades placed among the \nmountain passes. They said that is \nwhere the prisoners are held.\n
A5Q2EarlyReturnNihlathak	52\nDid you ever stop to think why these \ndemons are capturing Qual-Kehk's \nmen? Why they are attacking us? Have \nyou considered what Baal wants with \nthe mountain?\n \nNo. You've not. You have no idea what \nyou are dealing with.\n
A5Q2SuccessfulQualKehk	51\nThank you for rescuing my men. They \nhave spoken well of your bravery in \nbattle. Perhaps there is hope for us \nafter all. \n \nIf you wish, you may hire some of my \nmercenaries that you saved. And \nplease...take this set of runes. I had \nbeen saving them for a socketed shield, \nbut I think you'll make better use of \nthem.\n \nBe sure to set them in the right order \nfor their fullest effect.\n
A5Q2SuccessfulCain	80\nYou've become a hero to this town, my \nfriend. The shadows have lifted ever \nsince you brought the Light to \nHarrogath.\n
A5Q2SuccessfulAnya	107\nI'm sure those men appreciate the \nfreedom you gave them...as much as I \ndo.\n
A5Q2SuccessfulLarzuk	55\nSince your arrival, Cain has spoken of \nyour deeds in the Southern Kingdoms, \ndefeating both Mephisto and Diablo. At \nfirst, I scoffed at his tales, but I'm \nfinding them more believable with every \npassing day.\n
A5Q2SuccessfulMalah	73\nYou have inspired the people in this \ntown -- not only those you rescued, but \nthose you've helped in other ways as \nwell.\n
A5Q2SuccessfulNihlathak	72\nSo. You brought the lost sheep home to \nthe shepherd. Well done.\n
A5Q3InitMalah	43\nThere is a matter which I hesitate to \nshare, but I believe you are the only \none who can help me now.\n \nAnya, the young alchemist and \ndaughter to one of our slain Elders, \nhas been missing for some time. She is \na strong, crafty woman with a spirit \nlike no other.\n \nOne night, just before your arrival, I \noverheard her and Nihlathak arguing \nabout her father's death. The next \nmorning she was gone.\n \nNihlathak has his own tale as to where \nshe went and why. Don't believe him! I \nfear he is at the root of her \ndisappearance.\n \nPlease, if you can, search for Anya and \nbring her back to us. She'll know what \nto do about Nihlathak.\n
A5Q3AfterInitMalah	94\nWhen you talk to Nihlathak, be careful. \nThere is no telling what he will say or \ndo.\n
A5Q3AfterInitCain	59\nI would listen to Malah. Nihlathak \nspeaks with a venomous tongue and \nacts as if the entire weight of this town \nrests upon his shoulders.\n \nPerhaps there is more going on here \nthan we know.\n
A5Q3AfterInitLarzuk	57\nAnya is an amazing alchemist, \nespecially for her young age. As long \nas I've known her, she's never let \nanything stop her from pursuing what \nshe believed in. \n \nI wouldn't doubt that Nihlathak is \ninvolved. Ever since her father died, \nthey haven't gotten along.\n
A5Q3AfterInitNihlathak	41\nAnya! Who have you been talking to? \nLikely it was that meddling Malah. \n \nWell, I'll tell you what really happened. \nAnya came to me for guidance, after \nreceiving a vision that her mother and \nyounger brother were trapped in the \nlands beyond the Ice Caves. She had \ndecided to go rescue them. \n \nI told her that her quest was a foolish \none and that she would be safer \nstaying within the city walls. However, \nshe is a willful girl and would not listen \nto me. \n \nThe next morning, she was gone. No \none is more distraught than I over \nlosing her. \n \nHowever, if you feel the need to be \nMalah's errand child, I won't try to stop \nyou.\n
